sentiment,text
0,ask reimbursement something like mile add account tell call customer service
0,come home day late flight find guy lose luggage
0,doubt gate cluster every agent encounter see include one outright rude put
0,spend cost flight get free room transportation airport
0,voucher give hotel useless call number say room available expect
0,mad even believe guy cancel flight connect flight leave first stop amp give useless hotel voucher
0,priority make consider pende snow storm delay flight hour amp half like answer
0,experience define customer service flight attendant willing follow passenger bag charge
0,everything still luck find bag understand bag could misplace upset
0,q thank wonder one disguise call
0,turn difficulty past loyal customer aa platinum flyer usair could unhelpful
0,yes nvr fly w miss con flight bc coffeemaker could see father put coma
0,minute put tsa number  min  stop hold people hostage require dividend mile acct
0,would go though entire process get people phone usairwayssuck
0,really mean usairwayssuck
1,thank help remind agent ok ps heard rumor stream wifi tvmovie service may instal
0,nope suppose get home get home midnight neveragain
0,way assist actually answer phone
0,would kill give second bad muzak instead constant commercial hold
0,would kill let put tsaprecheck number reservation
0,would kill let mile expire
0,would kill let know many minute may hold
0,total happy
0,send letter letter get back nothing form letter half bake reply usairwayssuck
0,least comfort thing pilot sit stationary plane hour really know happen
1,thank
0,number cant waitlol usairsuck
0,call wait see anything happen service really sucksusairwayssuck
1,also appreciate hashtag lucycat
0,hate delay try although sure timbit
0,big fail curbside baggage pittsburgh charge dollar bag
0,hope thank help travel halfway across globe want suitcase
0,would consider honor original fare price try flight booking problems ticket
0,book award ticket recently ticket less mile contact without use online form phone
1,best follow please fold hand fold hand fold hand victory hand selector victory hand selector victory hand selector fold hand fold hand fold hand
0,would pleased reassess business practice goal passenger plane little possible
0,ok know ill likely never book
0,follow complaint procedure get run around service suck usairwayssuck
0,mind wait mind wait plane airport room know food
0,appreciate however system tell call back late flightr end call need reply thank
0,would board ppl plane turn deice would ppl wait hour long process
0,try use twitter also give helpful information thank anyway
0,sure sincere apology disappoint customer perspective want loyal customer option
0,yeah know thatbut ill spend almost dollar ticket since price go week
0,yeah either refund money free round trip compensate trouble put
0,incompetent airline every day day end
0,ticket numberthe transaction still pende
0,family longer get early boarding young kid american new parent give
0,patient originally
0,agent say
0,could laguardia jfk charlotte idea tho
0,say meal flight would airline serve food anymore update policy
0,person call ask could catch name reject request
0,must nice take customer service phone hook fendforyourself
0,link break online baggage locator already try give useful information
0,speak phone time resolution still wait get money back price jack
1,thank reach gold div flights change confirmation
0,strand philly starving get meal voucher even though plane mechanical issue next flight hr
0,hold hourconnecte wrong department automate systemtransferre another min amp counting
1,yes flight attendant wonderful by the way secure tray table flail
0,link work try track bag several time still clarify
1,thank seat next hot athlete flight significantly well
1,thank way get bag thank number smile face smile eye
0,would guy please send service agent gate philly people miss connection
0,spend hour hold
0,would flight arrive late flight leave passenger connection
0,last time check bag severally damage one answer baggage call line status chairmanlove
0,crazy speak human yet well way
0,get home hour suppose live airport offer monetary assistance
0,try day get hang get prompt
0,option call back sit burn minute wait error fix
0,day hour hold day charge double flight even fix worst service ever
0,try call day every time system overload disconnect really global company help
0,also family crisis amp charge full price flight plus change flight even emergency
0,apology
0,thank sad could talk real person amp keep get disconnect automate msg
0,flight today show time online able check call amp tell cancel flightled put hold hr ago help
0,new tag line get alive
0,day row call still get anyone phone actually employee
0,company see passenger customer
0,way someone contact agent available need help flight booking problems award flight
0,flight delay hour reason give sure love fly airline whatajoke
